user_pseudo_id,category,country,subscription_start,Week Starts,Week ENDS,Week,Purchase date,Purchase amount,Currency
1535812.67224692,desktop,Germany,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,22.58,USD
1654393.51543221,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,12.95,USD
1664623.17973763,mobile,Canada,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,25.67,USD
1709610.92483639,desktop,Turkey,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,1.39,USD
1717204.76632802,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,8.20,USD
1805300.60041725,desktop,France,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,12.78,USD
1818616.29868065,tablet,Bahrain,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,25.57,USD
1838662.89408604,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,2.71,USD
1839173.49527350,tablet,Spain,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,16.34,USD
1854579.13550854,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,22.67,USD
1859374.35477988,desktop,Canada,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,1.66,USD
1862350.35549055,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,4.04,USD
1877824.84700468,desktop,Lebanon,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,15.69,USD
1889753.17632889,desktop,France,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,25.70,USD
1899446.97622937,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,3.90,USD
1911230.69318846,desktop,Russia,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,1.65,USD
1917819.83215645,desktop,Philippines,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,27.59,USD
1930311.93643215,mobile,Philippines,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-02,0.83,USD
1950636.15000634,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,15.97,USD
1996659.12697371,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,18.52,USD
2002793.45196539,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,24.41,USD
2004973.60800844,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,3.67,USD
2011699.92279196,desktop,Poland,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,17.81,USD
2012574.02687313,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,18.24,USD
2019633.11046573,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,17.80,USD
2021788.55611454,desktop,United Kingdom,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,12.35,USD
2042198.92568831,tablet,Singapore,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,21.26,USD
2067845.74107500,desktop,Bangladesh,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,11.42,USD
2083880.05390973,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,21.68,USD
2093319.99433972,desktop,India,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,17.76,USD
2098333.96495549,mobile,Mexico,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,28.66,USD
2111561.30198079,desktop,Hong Kong,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,0.88,USD
2111602.06518022,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,7.78,USD
2119680.03191837,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,4.19,USD
2123911.57167973,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,6.84,USD
2130947.67117288,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,26.47,USD
2163348.70602287,desktop,India,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,17.83,USD
2182599.01512484,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-03,17.27,USD
2185127.06406928,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,19.29,USD
2188735.05188274,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,21.89,USD
2189771.18677980,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,27.73,USD
2190878.46792394,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,23.40,USD
2194604.01577583,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,2.16,USD
2214653.85849186,desktop,South Korea,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,19.44,USD
2217182.67907337,desktop,Canada,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,2.76,USD
2234478.78325061,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,20.27,USD
2240713.24783659,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,2.06,USD
2259066.12427817,desktop,France,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,21.58,USD
2260071.36194486,mobile,Slovakia,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,23.33,USD
2273748.57035319,desktop,South Korea,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,27.26,USD
2277890.29273510,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,24.66,USD
2283978.21811812,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,19.42,USD
2286308.16254317,mobile,Australia,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,22.20,USD
2292678.82871827,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,1.42,USD
2300129.76274377,desktop,Canada,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,18.25,USD
2300170.13438573,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,25.35,USD
2304386.18200564,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,14.55,USD
2327647.96795816,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,12.78,USD
2330608.71276140,desktop,Canada,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,12.28,USD
2340612.47037514,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,17.83,USD
2340814.67130978,desktop,Japan,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,12.81,USD
2347535.53415699,mobile,South Korea,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,11.05,USD
2357267.10134032,desktop,United Kingdom,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-04,21.68,USD
2387451.49613006,desktop,India,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-05,21.97,USD
2389055.46705961,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-05,3.85,USD
2422026.01657226,desktop,Sweden,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-05,1.71,USD
2425397.93543911,mobile,Canada,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-05,23.92,USD
2426062.20373404,desktop,Taiwan,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-05,23.38,USD
2426619.42404907,mobile,Russia,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-05,3.52,USD
2429065.66613815,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-06,28.90,USD
2438111.43453241,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-06,16.97,USD
2444218.17447274,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-06,9.46,USD
2446406.62273014,mobile,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-06,13.86,USD
2448594.01468827,mobile,Japan,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-07,5.80,USD
2449821.18100769,desktop,India,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-07,25.17,USD
2453839.04771785,tablet,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-07,13.86,USD
2461246.01688422,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-07,26.05,USD
2471568.53765052,desktop,United States,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-07,8.53,USD
2475527.30347369,mobile,Slovakia,2020-11-01,2020-11-01,2020-11-07,W_0,2020-11-07,27.02,USD
1019516.65572212,desktop,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,13.49,USD
1021793.73818390,tablet,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,16.45,USD
1055429.25396661,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,26.05,USD
1059048.10978528,desktop,India,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,21.51,USD
1099668.06247119,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,6.15,USD
1120828.74503519,tablet,Italy,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,11.60,USD
1124403.86206280,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,4.76,USD
1142826.61319933,mobile,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,26.54,USD
1156447.25239520,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,17.78,USD
1213541.17250439,desktop,United Kingdom,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,12.86,USD
1314633.32003616,mobile,Mexico,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-08,7.81,USD
1358307.35067523,mobile,Australia,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,8.20,USD
1390791.77543065,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,11.05,USD
1409853.19172777,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,26.79,USD
1463692.68912948,mobile,Germany,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,21.65,USD
1550859.56050021,desktop,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,20.35,USD
1670164.00500791,mobile,Indonesia,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,17.10,USD
1734629.48527236,desktop,Ireland,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,21.11,USD
2486068.75405941,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,6.93,USD
2494660.58844950,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,24.37,USD
2495556.27275505,mobile,Taiwan,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,27.28,USD
2496546.18649869,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,12.00,USD
2499877.28322680,desktop,Israel,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,28.90,USD
2502685.20119019,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,18.10,USD
2503589.31920446,desktop,United Kingdom,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-09,22.02,USD
2505659.62037839,desktop,United Kingdom,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,2.02,USD
2508452.59469781,mobile,India,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,14.44,USD
2515561.68930658,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,13.69,USD
2519670.05641941,desktop,United Kingdom,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,9.53,USD
2528138.92094664,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,1.65,USD
2528293.10244798,desktop,Chile,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,19.32,USD
2529364.04704564,mobile,Taiwan,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,5.76,USD
2536769.67866781,mobile,Japan,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,21.54,USD
2539781.28036118,mobile,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,22.96,USD
2573914.76307765,desktop,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-10,2.62,USD
2581472.72292104,desktop,United Kingdom,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-11,5.18,USD
2583718.28217858,mobile,Sweden,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-11,3.53,USD
2592896.35888952,mobile,Singapore,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-11,1.70,USD
2593239.40142121,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-11,25.17,USD
2595514.21459435,desktop,Poland,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-11,5.07,USD
2596188.04098469,mobile,United Kingdom,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-11,26.99,USD
2603471.63878669,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,18.24,USD
2607930.33593651,desktop,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,8.20,USD
2611414.20885837,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,0.53,USD
2618841.44502808,desktop,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,21.67,USD
2626872.53398179,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,20.28,USD
2634496.49084265,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,5.86,USD
2646985.31188318,desktop,France,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,26.38,USD
2651267.94561184,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,5.39,USD
2663179.63272605,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,17.12,USD
2665676.74503519,mobile,Germany,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,22.04,USD
2670705.64536055,desktop,France,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,17.64,USD
2679398.29464279,desktop,Egypt,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-12,23.02,USD
2682578.21436312,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,23.41,USD
2683354.37219853,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,27.86,USD
2686046.86850308,desktop,France,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,25.40,USD
2690572.36040409,desktop,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,8.08,USD
2694843.50533108,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,2.75,USD
2697422.77078725,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,16.65,USD
2722838.43239851,desktop,India,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,17.27,USD
2725357.19179328,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,28.11,USD
2728657.08926648,desktop,United Kingdom,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,22.49,USD
2733365.72592736,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,23.87,USD
2737010.69073202,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,2.37,USD
2742847.37218474,mobile,Canada,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,21.92,USD
2747912.76132421,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,24.89,USD
2751904.87805440,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-13,17.57,USD
2761555.88080305,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,16.44,USD
2762788.27867896,desktop,Ukraine,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,23.05,USD
2764791.54337611,desktop,Japan,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,24.78,USD
2779027.39281597,desktop,Mexico,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,4.42,USD
2786560.23516679,desktop,Germany,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,19.29,USD
2792993.52522882,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,22.90,USD
2795433.31481863,mobile,India,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,25.49,USD
2797421.73576912,desktop,Denmark,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,1.41,USD
2798926.27793711,desktop,India,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,15.76,USD
2806125.16223296,mobile,Sri Lanka,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,10.95,USD
2813964.35234065,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,21.25,USD
2852650.85024858,desktop,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,14.43,USD
2857706.15887118,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,7.52,USD
2859584.19458130,desktop,Switzerland,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,24.38,USD
2860914.39565930,desktop,India,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,28.82,USD
2870771.89398421,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,7.01,USD
2887151.01959962,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,14.05,USD
2891393.92487325,desktop,Jordan,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,12.62,USD
2896256.11479902,mobile,United States,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,9.38,USD
2897526.54778292,desktop,South Korea,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,13.28,USD
2913000.16009951,desktop,China,2020-11-08,2020-11-08,2020-11-14,W_0,2020-11-14,12.45,USD
5782238.91490143,mobile,France,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,0.99,USD
5782666.03384150,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,5.49,USD
5793438.08908708,desktop,Italy,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,16.61,USD
5798558.77288421,mobile,Canada,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,2.01,USD
5798874.49937033,desktop,United Kingdom,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,17.75,USD
5804850.60556132,desktop,Netherlands,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,28.54,USD
5815721.89659446,desktop,United Kingdom,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,0.67,USD
5851772.54340478,mobile,Cambodia,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,25.16,USD
5860351.81287749,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,17.68,USD
5860359.15292765,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,19.52,USD
5872538.93476363,desktop,China,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-08,19.70,USD
5881262.31588856,mobile,Netherlands,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,15.74,USD
5888660.91316562,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,4.78,USD
5893060.36445418,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,13.12,USD
5894210.95887982,desktop,France,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,5.00,USD
5898001.11945516,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,11.34,USD
5899992.96848792,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,7.24,USD
5902469.18262259,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,20.54,USD
5903247.10734962,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,0.72,USD
5906601.44154736,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,23.41,USD
5921548.05119049,desktop,India,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,14.54,USD
5926749.94636134,mobile,Canada,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-09,14.74,USD
5939675.78804010,desktop,China,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,22.36,USD
5939867.94446526,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,2.74,USD
5950682.96505027,desktop,Tunisia,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,27.03,USD
5964694.93684140,desktop,Canada,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,1.27,USD
5968729.39651624,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,11.40,USD
5970853.22850934,desktop,India,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,5.29,USD
5971159.46546030,mobile,Romania,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,12.00,USD
5977093.95185731,desktop,China,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,1.82,USD
5994576.96824127,tablet,Spain,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,9.15,USD
6016797.57368757,desktop,Saudi Arabia,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,14.43,USD
6018065.10660085,mobile,United Arab Emirates,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,20.00,USD
6021873.66430180,tablet,India,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,27.77,USD
6025665.91646164,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-10,23.73,USD
6028621.85680853,mobile,Denmark,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,23.33,USD
6035459.55922172,desktop,India,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,13.19,USD
6039778.14224033,mobile,Peru,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,19.64,USD
6046401.92720106,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,15.44,USD
6046786.80524078,desktop,Mexico,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,6.87,USD
6057246.15948248,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,5.45,USD
6071129.73876616,mobile,Canada,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,2.96,USD
6079472.79154549,mobile,Portugal,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,5.37,USD
6082660.27889638,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,14.81,USD
6083494.17276254,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,23.02,USD
6084005.67703146,desktop,Canada,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,11.54,USD
6126115.39133321,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,22.75,USD
6134857.64368590,mobile,Taiwan,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,21.11,USD
6152143.73195347,desktop,Thailand,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-11,27.36,USD
6156478.97212144,desktop,Malaysia,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,5.38,USD
6174170.03273855,mobile,Netherlands,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,1.72,USD
6180794.02949736,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,2.82,USD
6185724.04341944,mobile,India,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,21.20,USD
6188019.64899707,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,5.57,USD
6206308.22492255,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,26.92,USD
6207849.79150673,desktop,Germany,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,5.50,USD
6218946.67462070,mobile,Cambodia,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,10.18,USD
6246281.47385315,desktop,Turkey,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,11.26,USD
6247324.77418937,desktop,Russia,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,2.26,USD
6271446.98311238,desktop,Canada,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,8.61,USD
6273604.41158524,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,24.90,USD
6277587.65763216,mobile,Netherlands,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,26.85,USD
6277628.89156855,desktop,Spain,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,0.98,USD
6291779.52478567,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,7.52,USD
6301007.27918313,desktop,Lebanon,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,13.54,USD
6319510.36641961,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,19.17,USD
6319800.76386408,mobile,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,16.60,USD
6322434.55243506,desktop,United States,2020-11-01,2020-11-08,2020-11-14,W_1,2020-11-12,5.34,USD
